delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_minutes,traffic_condition,weather,delivery_time_minutes,tip_amount
DL02523,O02523,D0371,6.15,12,Low,Clear,46.0,83.75
DL02524,O02524,D0153,11.06,22,Medium,Clear,73.8,49.14
DL02525,O02525,D0285,9.44,39,Medium,Clear,86.5,68.0
DL02526,O02526,D0195,4.51,32,Medium,Cloudy,67.4,169.7
DL02527,O02527,D0477,2.43,39,High,Clear,80.4,174.75
DL02528,O02528,D0253,6.07,21,High,Clear,70.1,33.78
DL02529,O02529,D0274,13.55,33,Medium,Clear,89.0,106.15
DL02530,O02530,D0373,5.86,33,Low,Clear,62.2,64.2
DL02531,O02531,D0466,2.68,39,Low,Rainy,66.4,79.55
DL02532,O02532,D0344,13.48,26,Low,Clear,82.8,257.2
DL02533,O02533,D0441,5.54,24,High,Clear,78.3,51.06
DL02534,O02534,D0437,11.81,33,Medium,Cloudy,102.9,36.06
DL02535,O02535,D0070,4.82,41,Medium,Cloudy,82.5,180.45
DL02536,O02536,D0092,13.17,33,Low,Clear,80.4,106.01
DL02537,O02537,D0062,2.15,12,Medium,Clear,27.2,70.53
DL02538,O02538,D0052,4.54,10,Medium,Rainy,62.6,70.32
DL02539,O02539,D0078,11.18,29,Low,Rainy,88.6,76.72
DL02540,O02540,D0154,6.52,30,Medium,Cloudy,90.3,102.27
DL02541,O02541,D0199,8.71,21,Low,Clear,62.3,21.18
DL02542,O02542,D0250,4.88,30,Low,Clear,54.3,116.84
DL02543,O02543,D0267,6.06,28,Low,Clear,59.0,88.68
DL02544,O02544,D0021,9.49,28,High,Clear,91.5,33.49
DL02545,O02545,D0197,12.09,11,Low,Clear,67.9,169.03
DL02546,O02546,D0159,13.49,42,Medium,Rainy,119.1,89.18
DL02547,O02547,D0045,6.02,19,Low,Rainy,62.0,7.8
DL02548,O02548,D0109,9.83,41,Medium,Rainy,97.3,23.02
DL02549,O02549,D0192,7.97,39,Low,Cloudy,79.2,82.72
DL02550,O02550,D0283,10.19,26,High,Cloudy,92.2,25.0
DL02551,O02551,D0225,9.71,39,Medium,Clear,84.5,203.4
DL02552,O02552,D0162,9.68,23,High,Rainy,92.8,73.83
DL02553,O02553,D0050,7.11,14,Medium,Clear,45.9,35.47
DL02554,O02554,D0100,5.11,22,Medium,Clear,51.2,142.9
DL02555,O02555,D0238,6.9,25,Medium,Cloudy,65.4,116.42
DL02556,O02556,D0383,12.72,22,Low,Clear,65.0,43.95
DL02557,O02557,D0197,5.8,38,High,Clear,85.5,69.82
DL02558,O02558,D0410,13.06,33,Low,Clear,87.6,33.57
DL02559,O02559,D0048,3.33,27,Low,Clear,47.0,42.64
DL02560,O02560,D0436,8.75,17,Medium,Clear,55.6,137.96
DL02561,O02561,D0383,2.53,14,Low,Clear,29.7,37.24
DL02562,O02562,D0483,7.19,23,Low,Clear,52.3,29.15
DL02563,O02563,D0340,14.59,12,Medium,Clear,83.6,223.02
DL02564,O02564,D0078,9.77,15,Low,Clear,53.6,29.64
DL02565,O02565,D0133,1.25,26,Low,Rainy,57.4,86.48
DL02566,O02566,D0396,12.52,38,Medium,Rainy,117.0,151.82
DL02567,O02567,D0013,8.01,31,Low,Clear,66.2,42.83
DL02568,O02568,D0240,10.4,43,Medium,Clear,97.9,76.06
DL02569,O02569,D0347,9.99,15,Medium,Cloudy,70.1,210.98
DL02570,O02570,D0475,3.64,36,High,Rainy,89.7,41.68
DL02571,O02571,D0016,6.68,23,High,Clear,73.4,141.27
DL02572,O02572,D0435,4.01,29,Low,Clear,52.2,66.41
DL02573,O02573,D0438,3.5,36,High,Clear,73.0,152.42
DL02574,O02574,D0324,8.8,12,High,Cloudy,75.1,62.6
DL02575,O02575,D0397,3.85,26,Medium,Clear,62.6,97.12
DL02576,O02576,D0402,3.82,13,Medium,Clear,42.4,118.71
DL02577,O02577,D0237,9.77,22,High,Clear,71.7,162.91
DL02578,O02578,D0076,6.63,10,Medium,Clear,56.5,9.51
DL02579,O02579,D0147,3.84,30,Medium,Rainy,76.3,123.09
DL02580,O02580,D0081,6.37,12,Medium,Cloudy,57.2,222.3
DL02581,O02581,D0298,9.11,34,Low,Cloudy,85.5,39.35
DL02582,O02582,D0199,9.38,10,Medium,Clear,56.4,31.92
DL02583,O02583,D0405,13.57,23,Low,Clear,72.3,26.74
DL02584,O02584,D0238,14.02,43,Low,Rainy,107.9,75.93
DL02585,O02585,D0487,3.84,12,High,Clear,62.1,104.57
DL02586,O02586,D0181,7.86,18,Medium,Cloudy,64.3,90.13
DL02587,O02587,D0001,7.24,14,Medium,Cloudy,52.9,58.09
DL02588,O02588,D0142,11.74,34,Low,Rainy,94.1,121.74
DL02589,O02589,D0131,3.7,42,Low,Clear,68.1,88.06
DL02590,O02590,D0352,4.17,14,Medium,Cloudy,47.3,78.94
DL02591,O02591,D0009,3.21,21,High,Clear,59.2,163.65
DL02592,O02592,D0267,11.25,20,High,Clear,90.5,15.73
DL02593,O02593,D0407,4.18,42,High,Rainy,101.1,176.02
DL02594,O02594,D0158,6.88,25,High,Rainy,84.1,124.35
DL02595,O02595,D0431,4.64,12,High,Clear,64.3,88.87
DL02596,O02596,D0119,14.75,14,Medium,Cloudy,77.2,131.74
DL02597,O02597,D0261,10.07,28,Low,Clear,68.8,89.29
DL02598,O02598,D0030,5.0,20,High,Cloudy,76.5,226.52
DL02599,O02599,D0243,2.62,30,High,Cloudy,71.6,124.72
DL02600,O02600,D0218,7.14,18,Medium,Cloudy,68.3,132.38
DL02601,O02601,D0324,3.54,27,Low,Clear,61.0,164.45
DL02602,O02602,D0500,3.34,21,Low,Cloudy,42.4,74.82
DL02603,O02603,D0091,5.13,32,Medium,Clear,68.6,49.27
DL02604,O02604,D0413,14.53,22,Medium,Cloudy,99.6,108.8
DL02605,O02605,D0173,6.6,44,Low,Clear,76.8,88.4
DL02606,O02606,D0358,3.95,37,High,Cloudy,88.5,50.35
DL02607,O02607,D0246,5.6,44,Medium,Rainy,102.2,54.27
DL02608,O02608,D0135,7.69,32,Medium,Clear,68.2,119.29
DL02609,O02609,D0144,2.01,24,Medium,Cloudy,60.8,60.01
DL02610,O02610,D0328,5.27,17,Medium,Clear,47.9,51.31
DL02611,O02611,D0089,3.0,24,High,Cloudy,62.8,89.89
DL02612,O02612,D0472,2.26,10,Low,Cloudy,34.3,119.63
DL02613,O02613,D0169,13.73,44,Medium,Clear,101.5,101.51
DL02614,O02614,D0489,4.98,21,Medium,Clear,57.9,103.0
DL02615,O02615,D0445,3.93,18,Low,Rainy,56.0,27.05
DL02616,O02616,D0179,10.8,42,Medium,Rainy,105.8,110.93
DL02617,O02617,D0055,1.8,30,Low,Cloudy,45.7,95.56
DL02618,O02618,D0192,14.63,40,High,Clear,111.6,39.57
DL02619,O02619,D0179,14.79,39,High,Clear,115.7,128.71
DL02620,O02620,D0021,11.71,28,High,Cloudy,110.3,72.41
DL02621,O02621,D0107,14.82,43,High,Clear,110.6,128.75
DL02622,O02622,D0442,4.59,26,High,Rainy,79.2,9.34
DL02623,O02623,D0080,4.56,43,Medium,Clear,81.3,81.02
DL02624,O02624,D0233,13.17,10,High,Cloudy,80.0,140.58
DL02625,O02625,D0431,9.51,34,Low,Clear,72.3,132.54
DL02626,O02626,D0139,11.12,44,Low,Cloudy,95.2,129.67
DL02627,O02627,D0445,1.19,19,Low,Clear,37.5,36.15
DL02628,O02628,D0200,7.49,42,Low,Clear,72.7,36.76
DL02629,O02629,D0099,4.9,23,Low,Clear,42.1,27.3
DL02630,O02630,D0366,3.16,15,Medium,Clear,48.4,65.96
DL02631,O02631,D0134,8.26,29,Medium,Rainy,93.9,9.35
DL02632,O02632,D0229,4.88,21,Medium,Rainy,71.1,61.9
DL02633,O02633,D0203,8.61,36,Medium,Clear,75.9,38.08
DL02634,O02634,D0156,2.09,20,High,Clear,63.7,115.96
DL02635,O02635,D0170,12.17,24,High,Cloudy,100.0,41.13
DL02636,O02636,D0436,14.29,37,Medium,Cloudy,104.1,93.8
DL02637,O02637,D0267,9.81,11,Low,Rainy,65.9,69.7
DL02638,O02638,D0198,3.0,23,Medium,Clear,61.3,24.33
DL02639,O02639,D0424,11.49,14,Medium,Cloudy,79.4,249.81
DL02640,O02640,D0414,13.3,19,Low,Clear,74.5,16.53
DL02641,O02641,D0184,6.13,23,Low,Cloudy,66.3,28.15
DL02642,O02642,D0206,8.19,27,Low,Clear,66.8,99.45
DL02643,O02643,D0333,1.89,43,High,Cloudy,77.0,19.94
DL02644,O02644,D0099,8.67,26,Medium,Clear,65.5,53.54
DL02645,O02645,D0390,1.66,37,Medium,Clear,60.5,81.09
DL02646,O02646,D0256,5.93,40,High,Clear,87.3,99.91
DL02647,O02647,D0049,4.9,42,High,Rainy,100.0,164.36
DL02648,O02648,D0161,3.56,13,Medium,Cloudy,50.3,98.65
DL02649,O02649,D0139,12.94,32,Medium,Cloudy,95.0,43.84
DL02650,O02650,D0321,9.45,30,Low,Cloudy,69.1,76.92
DL02651,O02651,D0411,10.49,34,Medium,Cloudy,81.9,27.21
DL02652,O02652,D0414,7.89,24,Medium,Clear,66.9,36.64
DL02653,O02653,D0174,11.46,23,Low,Clear,77.0,87.09
DL02654,O02654,D0282,6.18,22,Low,Clear,56.9,154.03
DL02655,O02655,D0156,7.18,42,High,Clear,99.2,82.02
DL02656,O02656,D0361,2.17,30,Low,Clear,49.5,55.88
DL02657,O02657,D0160,5.48,33,High,Cloudy,82.4,12.76
DL02658,O02658,D0202,2.48,34,Low,Clear,55.1,54.35
DL02659,O02659,D0012,7.74,44,Medium,Clear,87.0,178.87
DL02660,O02660,D0245,14.14,32,Medium,Rainy,110.5,174.3
DL02661,O02661,D0252,12.35,13,Low,Rainy,78.6,47.59
DL02662,O02662,D0375,7.12,30,Medium,Clear,74.0,55.32
DL02663,O02663,D0484,5.21,33,Medium,Cloudy,72.0,87.87
DL02664,O02664,D0498,5.61,35,High,Clear,78.5,15.03
DL02665,O02665,D0491,7.62,34,High,Clear,94.6,196.9
DL02666,O02666,D0086,4.4,17,High,Cloudy,63.7,56.18
DL02667,O02667,D0144,5.73,15,Low,Rainy,68.4,156.08
DL02668,O02668,D0255,7.89,43,Low,Clear,79.2,123.32
DL02669,O02669,D0466,12.77,12,Low,Clear,64.9,79.55
DL02670,O02670,D0071,2.34,25,High,Cloudy,65.4,95.07
DL02671,O02671,D0180,6.67,15,Medium,Cloudy,57.9,104.05
DL02672,O02672,D0100,3.67,30,Low,Rainy,54.8,41.66
DL02673,O02673,D0386,9.92,12,Medium,Cloudy,74.0,11.66
DL02674,O02674,D0201,8.99,10,High,Clear,65.5,205.03
DL02675,O02675,D0236,9.08,16,Medium,Clear,64.3,30.12
DL02676,O02676,D0350,8.46,33,High,Clear,87.7,110.07
DL02677,O02677,D0156,11.27,29,High,Clear,96.1,206.47
DL02678,O02678,D0190,3.16,43,Medium,Clear,70.6,126.41
DL02679,O02679,D0157,3.6,17,High,Clear,57.1,39.04
DL02680,O02680,D0255,10.92,34,Medium,Clear,92.4,218.34
DL02681,O02681,D0211,2.84,37,Medium,Rainy,83.7,95.14
DL02682,O02682,D0378,11.18,34,Medium,Clear,91.5,182.74
DL02683,O02683,D0476,3.3,21,Low,Rainy,52.6,102.34
DL02684,O02684,D0361,14.88,29,Medium,Clear,101.8,189.01
DL02685,O02685,D0312,1.63,27,High,Rainy,78.3,29.66
DL02686,O02686,D0025,11.87,42,High,Clear,99.6,48.1
DL02687,O02687,D0349,4.25,42,High,Clear,88.8,62.65
DL02688,O02688,D0471,5.53,21,High,Clear,63.0,171.66
DL02689,O02689,D0202,13.77,23,Medium,Clear,86.0,89.24
DL02690,O02690,D0041,5.29,29,Low,Clear,48.9,32.25
DL02691,O02691,D0133,6.28,27,Medium,Cloudy,72.4,31.76
DL02692,O02692,D0446,3.55,19,Low,Clear,40.1,52.83
DL02693,O02693,D0247,2.08,26,Low,Rainy,55.4,26.83
DL02694,O02694,D0117,2.51,14,Low,Rainy,58.9,85.33
DL02695,O02695,D0481,9.31,37,Low,Cloudy,75.6,76.51
DL02696,O02696,D0240,1.66,42,Medium,Rainy,80.8,125.72
DL02697,O02697,D0446,4.16,30,High,Clear,67.8,121.36
DL02698,O02698,D0119,6.51,37,High,Clear,90.7,123.82
DL02699,O02699,D0124,2.52,10,Low,Clear,33.6,66.18
DL02700,O02700,D0361,11.48,12,High,Clear,80.1,179.86
DL02701,O02701,D0133,14.6,22,High,Cloudy,103.6,177.96
DL02702,O02702,D0068,13.53,35,Low,Rainy,104.4,90.21
DL02703,O02703,D0421,14.35,15,Medium,Clear,77.0,113.94
DL02704,O02704,D0126,8.63,34,Medium,Clear,74.9,73.31
DL02705,O02705,D0324,3.07,44,Medium,Clear,68.8,47.86
DL02706,O02706,D0217,10.34,28,High,Clear,86.5,29.15
DL02707,O02707,D0032,1.84,44,Medium,Clear,75.2,36.94
DL02708,O02708,D0270,7.67,31,Low,Clear,63.0,65.25
DL02709,O02709,D0475,12.05,20,Medium,Clear,77.9,22.22
DL02710,O02710,D0346,12.97,34,Medium,Rainy,114.2,21.55
DL02711,O02711,D0191,5.14,35,High,Clear,90.2,17.82
DL02712,O02712,D0124,4.11,19,Medium,Clear,55.1,32.59
DL02713,O02713,D0456,10.65,37,High,Rainy,113.1,60.98
DL02714,O02714,D0286,2.94,28,Medium,Cloudy,54.5,48.05
DL02715,O02715,D0205,14.92,28,Medium,Cloudy,101.0,73.61
DL02716,O02716,D0480,5.65,27,Medium,Rainy,81.3,21.27
DL02717,O02717,D0245,11.49,35,High,Clear,100.7,28.77
DL02718,O02718,D0171,11.16,17,High,Clear,77.8,10.45
DL02719,O02719,D0181,5.34,14,Low,Clear,42.2,160.02
DL02720,O02720,D0309,6.41,17,Low,Cloudy,53.8,160.78
DL02721,O02721,D0285,12.78,39,Low,Clear,85.1,70.32
DL02722,O02722,D0471,4.19,17,Medium,Clear,41.6,67.26
DL02723,O02723,D0156,1.84,19,Medium,Rainy,59.8,190.85
DL02724,O02724,D0380,3.06,36,High,Clear,80.4,79.08
DL02725,O02725,D0078,10.58,24,High,Clear,84.8,39.41
DL02726,O02726,D0202,4.32,29,High,Clear,72.0,21.35
DL02727,O02727,D0455,8.94,27,Low,Clear,65.4,83.73
DL02728,O02728,D0499,6.51,21,High,Clear,76.5,8.36
DL02729,O02729,D0177,13.15,27,Low,Clear,71.2,97.72
DL02730,O02730,D0254,7.82,44,Medium,Rainy,100.5,50.93
DL02731,O02731,D0123,2.95,36,Low,Clear,47.4,154.84
DL02732,O02732,D0090,12.66,17,Low,Clear,62.7,26.55
DL02733,O02733,D0420,2.16,44,Low,Clear,51.2,81.17
DL02734,O02734,D0244,12.6,41,Medium,Clear,96.4,41.28
DL02735,O02735,D0127,1.58,18,Low,Clear,39.4,21.08
DL02736,O02736,D0283,1.05,17,Low,Clear,29.0,125.19
DL02737,O02737,D0441,11.58,17,Medium,Rainy,88.0,173.1
DL02738,O02738,D0156,8.84,10,Medium,Clear,51.9,118.14
DL02739,O02739,D0110,4.01,34,Low,Rainy,74.1,93.74
DL02740,O02740,D0414,14.52,16,Medium,Rainy,94.7,20.66
DL02741,O02741,D0300,9.92,41,Medium,Cloudy,93.9,218.77
DL02742,O02742,D0427,4.34,19,Low,Rainy,63.5,17.15
DL02743,O02743,D0055,6.82,31,High,Rainy,94.4,58.55
DL02744,O02744,D0088,13.78,26,High,Cloudy,109.0,95.74
DL02745,O02745,D0449,3.85,20,Low,Clear,37.6,13.59
DL02746,O02746,D0105,13.98,25,Medium,Rainy,106.9,21.98
DL02747,O02747,D0411,4.03,34,Medium,Rainy,87.8,151.27
DL02748,O02748,D0129,1.33,39,Medium,Clear,54.9,99.29
DL02749,O02749,D0010,4.76,21,High,Clear,53.9,25.81
DL02750,O02750,D0382,1.76,35,Medium,Clear,64.7,40.36
DL02751,O02751,D0043,4.26,35,High,Clear,77.8,26.3
DL02752,O02752,D0069,4.81,21,Low,Clear,49.1,8.61
DL02753,O02753,D0393,6.83,40,Medium,Clear,77.4,200.62
DL02754,O02754,D0323,4.96,35,High,Clear,88.0,128.3
DL02755,O02755,D0285,10.96,37,High,Cloudy,109.3,272.94
DL02756,O02756,D0002,14.59,15,Medium,Clear,82.1,8.55
DL02757,O02757,D0338,1.67,10,Low,Cloudy,27.5,73.76
DL02758,O02758,D0380,8.18,11,Medium,Cloudy,60.8,27.25
DL02759,O02759,D0014,4.66,36,Medium,Clear,74.7,129.57
DL02760,O02760,D0062,7.48,17,Medium,Clear,59.5,141.49
DL02761,O02761,D0055,10.86,19,Low,Cloudy,67.4,145.37
DL02762,O02762,D0029,13.28,18,Medium,Clear,73.9,186.55
DL02763,O02763,D0261,13.41,20,High,Cloudy,95.2,230.27
DL02764,O02764,D0376,3.28,13,Medium,Rainy,55.2,76.01
DL02765,O02765,D0238,8.88,39,Medium,Clear,80.9,188.82
DL02766,O02766,D0197,4.96,36,Medium,Clear,78.4,13.21
DL02767,O02767,D0450,7.97,26,Low,Clear,63.1,43.6
DL02768,O02768,D0039,13.88,18,Medium,Cloudy,81.2,48.25
DL02769,O02769,D0151,1.85,15,Medium,Clear,45.9,122.43
DL02770,O02770,D0223,9.32,38,Low,Clear,67.9,69.91
DL02771,O02771,D0252,6.04,14,High,Clear,54.1,111.63
DL02772,O02772,D0498,13.15,10,Low,Cloudy,62.8,214.11
DL02773,O02773,D0272,4.06,27,Low,Cloudy,60.7,182.47
DL02774,O02774,D0406,5.66,23,Medium,Rainy,79.5,178.57
DL02775,O02775,D0219,1.28,21,Low,Cloudy,33.6,89.25
DL02776,O02776,D0413,7.02,13,Low,Clear,44.6,29.66
DL02777,O02777,D0453,9.87,17,Medium,Clear,74.5,132.73
DL02778,O02778,D0244,3.75,15,High,Rainy,71.1,144.21
DL02779,O02779,D0140,9.9,29,Medium,Clear,82.3,8.47
DL02780,O02780,D0013,11.43,32,Low,Cloudy,85.9,35.14
DL02781,O02781,D0122,3.69,26,Medium,Clear,62.2,49.76
DL02782,O02782,D0126,11.57,10,Low,Clear,56.0,95.02
DL02783,O02783,D0392,14.06,23,Medium,Clear,88.6,78.38
DL02784,O02784,D0110,4.11,11,Medium,Rainy,68.0,16.0
DL02785,O02785,D0152,2.89,25,Low,Clear,50.2,38.82
DL02786,O02786,D0220,5.67,35,Medium,Cloudy,75.2,60.36
DL02787,O02787,D0293,3.67,20,High,Clear,57.1,160.87
DL02788,O02788,D0347,11.85,42,Medium,Rainy,107.8,153.73
DL02789,O02789,D0164,2.86,22,High,Rainy,77.3,90.11
DL02790,O02790,D0073,1.32,36,Medium,Clear,51.5,93.78
DL02791,O02791,D0015,5.93,21,High,Clear,65.3,55.94
DL02792,O02792,D0315,11.99,12,High,Clear,79.3,58.02
DL02793,O02793,D0238,10.12,13,High,Clear,79.5,180.27
DL02794,O02794,D0261,8.43,24,Medium,Cloudy,81.7,73.56
DL02795,O02795,D0476,7.41,37,High,Cloudy,91.6,154.08
DL02796,O02796,D0015,10.09,23,High,Clear,87.4,76.22
DL02797,O02797,D0100,7.89,33,Medium,Clear,72.1,210.51
DL02798,O02798,D0402,11.85,15,Medium,Clear,75.5,53.05
DL02799,O02799,D0214,13.13,20,Medium,Rainy,97.4,76.55
DL02800,O02800,D0133,3.43,38,Low,Clear,65.4,7.3
DL02801,O02801,D0342,4.25,25,Low,Cloudy,61.7,216.21
DL02802,O02802,D0145,8.19,22,Medium,Clear,60.8,130.97
DL02803,O02803,D0406,13.12,20,Medium,Clear,77.2,3.03
DL02804,O02804,D0085,13.86,43,High,Clear,117.3,226.33
DL02805,O02805,D0110,2.76,27,High,Clear,62.1,130.14
DL02806,O02806,D0215,5.24,19,High,Clear,69.5,124.22
DL02807,O02807,D0192,11.77,39,High,Clear,104.2,12.27
DL02808,O02808,D0156,14.07,24,Medium,Clear,93.7,220.52
DL02809,O02809,D0220,2.14,27,High,Clear,62.3,60.11
DL02810,O02810,D0081,7.57,38,Medium,Clear,81.5,86.75
DL02811,O02811,D0339,7.94,38,Medium,Clear,84.9,8.36
DL02812,O02812,D0013,1.12,31,Low,Clear,30.1,58.95
DL02813,O02813,D0493,12.96,32,Medium,Cloudy,98.7,3.77
DL02814,O02814,D0045,2.5,38,Low,Rainy,65.6,66.54
DL02815,O02815,D0290,12.72,15,Low,Clear,63.8,38.36
DL02816,O02816,D0239,1.29,33,Low,Rainy,58.0,36.05
DL02817,O02817,D0182,14.76,14,High,Clear,81.6,113.27
DL02818,O02818,D0033,8.35,32,Medium,Clear,75.2,72.31
DL02819,O02819,D0111,5.18,43,High,Rainy,106.3,263.47
DL02820,O02820,D0400,9.49,21,High,Clear,83.0,150.96
DL02821,O02821,D0043,4.97,20,Medium,Clear,50.6,129.37
DL02822,O02822,D0445,2.51,12,Medium,Rainy,46.9,24.22
DL02823,O02823,D0094,4.53,33,High,Cloudy,77.6,112.55
DL02824,O02824,D0387,12.77,38,Medium,Rainy,107.9,11.5
DL02825,O02825,D0347,4.46,40,High,Clear,81.1,77.68
DL02826,O02826,D0315,6.75,17,Low,Rainy,60.5,46.25
DL02827,O02827,D0128,8.69,11,Medium,Cloudy,68.4,142.89
DL02828,O02828,D0404,13.18,38,Low,Cloudy,87.2,115.06
DL02829,O02829,D0118,1.15,25,Medium,Clear,52.9,187.27
DL02830,O02830,D0255,13.35,17,Medium,Clear,71.8,44.64
DL02831,O02831,D0160,11.38,23,Medium,Clear,73.5,9.91
DL02832,O02832,D0405,6.41,21,Medium,Cloudy,71.1,38.2
DL02833,O02833,D0046,14.89,36,Medium,Cloudy,106.2,113.02
DL02834,O02834,D0255,1.82,28,Low,Clear,42.4,186.51
DL02835,O02835,D0453,11.33,22,High,Cloudy,88.9,13.36
DL02836,O02836,D0497,11.08,38,Medium,Cloudy,92.8,83.09
DL02837,O02837,D0376,14.26,12,High,Cloudy,93.6,174.85
DL02838,O02838,D0122,12.54,17,Medium,Clear,75.5,13.26
DL02839,O02839,D0386,9.06,23,Medium,Clear,66.1,38.98
DL02840,O02840,D0470,4.25,16,Medium,Cloudy,58.3,128.11
DL02841,O02841,D0199,8.14,13,Medium,Rainy,70.6,199.35
DL02842,O02842,D0362,2.44,30,Low,Clear,53.6,143.37
DL02843,O02843,D0202,7.84,21,Low,Rainy,67.3,171.02
DL02844,O02844,D0436,3.72,40,Low,Clear,57.1,26.22
DL02845,O02845,D0488,14.08,18,Low,Clear,68.0,82.85
DL02846,O02846,D0001,6.69,16,Low,Clear,51.7,121.39
DL02847,O02847,D0080,3.09,44,Medium,Clear,74.6,112.45
DL02848,O02848,D0105,1.33,20,Medium,Clear,43.7,240.73
DL02849,O02849,D0156,5.63,11,High,Clear,54.3,50.21
DL02850,O02850,D0368,1.81,43,Medium,Clear,86.5,83.12
DL02851,O02851,D0189,7.43,44,High,Clear,98.4,9.35
DL02852,O02852,D0340,1.66,25,Low,Clear,48.0,53.99
DL02853,O02853,D0410,12.67,41,High,Rainy,128.2,61.45
DL02854,O02854,D0079,7.52,24,High,Cloudy,77.0,59.54
DL02855,O02855,D0489,12.1,19,Medium,Rainy,94.6,93.98
DL02856,O02856,D0127,6.1,21,Medium,Clear,59.3,54.37
DL02857,O02857,D0094,11.75,22,High,Clear,88.4,11.19
DL02858,O02858,D0268,6.67,39,Medium,Rainy,98.9,80.66
DL02859,O02859,D0127,10.4,31,Low,Rainy,92.3,95.21
DL02860,O02860,D0130,10.99,16,Medium,Rainy,78.0,84.79
DL02861,O02861,D0202,9.43,25,Low,Cloudy,66.5,136.85
DL02862,O02862,D0091,1.77,42,Medium,Clear,74.0,24.37
DL02863,O02863,D0376,6.14,32,Medium,Cloudy,69.3,49.48
DL02864,O02864,D0021,11.87,42,Medium,Cloudy,105.1,32.21
DL02865,O02865,D0055,13.95,15,Low,Rainy,82.1,107.91
DL02866,O02866,D0400,10.25,41,Low,Clear,75.7,18.78
DL02867,O02867,D0037,14.54,28,High,Clear,98.3,82.21
DL02868,O02868,D0429,4.84,39,Medium,Clear,76.5,106.6
DL02869,O02869,D0086,2.91,12,Medium,Clear,38.1,90.16
DL02870,O02870,D0295,5.59,27,High,Cloudy,84.1,23.71
DL02871,O02871,D0169,10.49,43,High,Rainy,117.0,37.59
DL02872,O02872,D0278,6.47,25,Medium,Clear,67.8,104.6
DL02873,O02873,D0049,10.23,13,Low,Clear,45.2,60.9
DL02874,O02874,D0465,10.83,13,Medium,Clear,64.5,134.76
DL02875,O02875,D0145,9.6,16,High,Clear,72.8,13.63
DL02876,O02876,D0410,11.9,27,High,Cloudy,98.5,68.96
DL02877,O02877,D0101,4.26,44,High,Clear,94.7,10.35
DL02878,O02878,D0294,2.54,11,Low,Clear,31.2,15.2
DL02879,O02879,D0422,1.68,14,Medium,Rainy,51.0,21.43
DL02880,O02880,D0297,14.67,12,Low,Clear,62.5,217.2
DL02881,O02881,D0125,11.05,44,Medium,Clear,94.2,69.33
DL02882,O02882,D0106,4.34,24,Low,Rainy,70.0,141.18
DL02883,O02883,D0241,7.68,25,Medium,Rainy,77.3,18.65
DL02884,O02884,D0323,1.87,36,Medium,Rainy,86.2,9.66
DL02885,O02885,D0116,10.31,21,Medium,Clear,63.4,76.57
DL02886,O02886,D0073,14.54,14,Low,Rainy,79.2,65.76
DL02887,O02887,D0321,10.88,12,Low,Clear,63.4,41.5
DL02888,O02888,D0440,9.72,20,Medium,Clear,76.7,68.31
DL02889,O02889,D0403,13.91,15,Medium,Rainy,91.8,68.94
DL02890,O02890,D0014,8.17,23,Medium,Clear,75.8,239.91
DL02891,O02891,D0488,11.43,32,High,Rainy,117.1,80.4
DL02892,O02892,D0114,14.06,13,Medium,Clear,76.2,205.91
DL02893,O02893,D0252,10.06,25,Low,Clear,65.3,125.98
DL02894,O02894,D0230,8.36,16,Medium,Clear,58.2,33.34
DL02895,O02895,D0066,9.13,36,High,Rainy,110.3,203.68
DL02896,O02896,D0455,11.77,12,Medium,Clear,63.5,46.59
DL02897,O02897,D0166,1.73,12,Medium,Cloudy,41.3,109.81
DL02898,O02898,D0043,5.59,41,High,Cloudy,97.4,56.73
DL02899,O02899,D0247,1.72,13,High,Cloudy,46.3,31.47
DL02900,O02900,D0377,12.01,19,Medium,Cloudy,87.2,79.21
DL02901,O02901,D0254,13.81,10,Low,Clear,64.0,69.84
DL02902,O02902,D0220,6.59,27,Medium,Clear,74.2,15.55
DL02903,O02903,D0394,4.53,39,High,Clear,76.8,8.2
DL02904,O02904,D0345,1.57,37,High,Rainy,88.6,71.26
DL02905,O02905,D0125,1.1,25,Low,Cloudy,41.6,17.15
DL02906,O02906,D0022,8.63,31,Low,Cloudy,66.2,39.77
DL02907,O02907,D0075,5.67,39,Medium,Clear,70.9,161.45
DL02908,O02908,D0064,14.5,19,Low,Rainy,90.5,70.99
DL02909,O02909,D0104,12.44,34,High,Clear,98.2,121.26
DL02910,O02910,D0045,7.31,20,Low,Clear,56.3,182.43
DL02911,O02911,D0486,3.78,32,Low,Cloudy,57.6,41.26
DL02912,O02912,D0202,6.36,31,Low,Clear,67.2,173.4
DL02913,O02913,D0274,2.0,29,Low,Clear,33.2,65.0
DL02914,O02914,D0495,9.72,14,Low,Clear,51.1,39.47
DL02915,O02915,D0069,13.11,31,Medium,Clear,94.4,276.98
DL02916,O02916,D0011,7.1,26,Medium,Clear,61.8,176.09
DL02917,O02917,D0411,7.72,27,Low,Clear,58.8,158.79
DL02918,O02918,D0373,14.13,24,Low,Clear,76.4,5.72
DL02919,O02919,D0283,5.33,39,Low,Rainy,85.5,200.31
DL02920,O02920,D0444,2.42,21,High,Clear,54.5,148.51
DL02921,O02921,D0420,1.97,11,Low,Rainy,47.1,45.24
DL02922,O02922,D0441,11.75,12,Low,Clear,51.5,5.48
